x,y,predicted_intensity
-4.700000000000017,-9.600000000000001,0.0
-4.500000000000018,-9.600000000000001,0.0
-4.3000000000000185,-9.600000000000001,0.0
-4.100000000000019,-9.600000000000001,0.0
-3.90000000000002,-9.600000000000001,0.0
-3.7000000000000206,-9.600000000000001,0.0
-3.5000000000000213,-9.600000000000001,0.0
-3.300000000000022,-9.600000000000001,0.0
-3.1000000000000227,-9.600000000000001,0.0
-2.9000000000000234,-9.600000000000001,0.0
-2.700000000000024,-9.600000000000001,0.0
-2.500000000000025,-9.600000000000001,0.0
-2.3000000000000256,-9.600000000000001,0.0
-2.1000000000000263,-9.600000000000001,0.0
-1.900000000000027,-9.600000000000001,0.0
-1.7000000000000277,-9.600000000000001,0.0
-1.5000000000000284,-9.600000000000001,0.0
-1.3000000000000291,-9.600000000000001,0.0
-1.1000000000000298,-9.600000000000001,0.0
-0.9000000000000306,-9.600000000000001,0.0
-0.7000000000000313,-9.600000000000001,0.0
-0.500000000000032,-9.600000000000001,0.0
-0.3000000000000327,-9.600000000000001,0.0
-0.1000000000000334,-9.600000000000001,0.0
0.0999999999999659,-9.600000000000001,0.0
0.2999999999999652,-9.600000000000001,0.0
0.4999999999999645,-9.600000000000001,0.0
0.6999999999999638,-9.600000000000001,0.0
0.899999999999963,-9.600000000000001,0.0
1.0999999999999623,-9.600000000000001,0.0
1.2999999999999616,-9.600000000000001,0.0
1.499999999999961,-9.600000000000001,0.0
1.6999999999999602,-9.600000000000001,0.0
1.8999999999999595,-9.600000000000001,0.0
2.099999999999959,-9.600000000000001,0.0
2.299999999999958,-9.600000000000001,0.0
2.4999999999999574,-9.600000000000001,0.0
2.6999999999999567,-9.600000000000001,0.0
2.899999999999956,-9.600000000000001,0.0
3.0999999999999552,-9.600000000000001,0.0
3.2999999999999545,-9.600000000000001,0.0
3.499999999999954,-9.600000000000001,0.0
3.699999999999953,-9.600000000000001,0.0
3.8999999999999524,-9.600000000000001,0.0
4.099999999999952,-9.600000000000001,0.0
4.299999999999951,-9.600000000000001,0.0
4.49999999999995,-9.600000000000001,0.0
4.6999999999999496,-9.600000000000001,0.0
4.899999999999949,-9.600000000000001,0.0
5.099999999999948,-9.600000000000001,0.0
5.299999999999947,-9.600000000000001,0.0
5.499999999999947,-9.600000000000001,0.0
5.699999999999946,-9.600000000000001,0.0
5.899999999999945,-9.600000000000001,0.0
6.099999999999945,-9.600000000000001,0.0
6.299999999999944,-9.600000000000001,0.0
6.499999999999943,-9.600000000000001,0.0
6.6999999999999424,-9.600000000000001,0.0
6.899999999999942,-9.600000000000001,0.0
7.099999999999941,-9.600000000000001,0.0
7.29999999999994,-9.600000000000001,0.0
7.49999999999994,-9.600000000000001,0.0
7.699999999999939,-9.600000000000001,0.0
7.899999999999938,-9.600000000000001,0.0
8.099999999999937,-9.600000000000001,0.0
8.299999999999937,-9.600000000000001,0.0
