t_sec,intensity,x,y,yaw
1765444299.524,2.695597,-5.9999,0.0000,0.0000
1765444299.724,2.695597,-5.9999,0.0000,0.0000
1765444299.924,2.695597,-5.9999,0.0000,0.0000
1765444300.124,2.695599,-5.9999,0.0000,0.0000
1765444300.324,2.695598,-5.9999,0.0000,0.0000
1765444300.524,2.695597,-5.9999,0.0000,0.0000
1765444300.724,2.695596,-5.9999,0.0000,0.0000
1765444300.924,2.695598,-5.9999,0.0000,0.0000
1765444301.124,2.695599,-5.9999,0.0000,0.0000
1765444301.324,2.695595,-5.9999,0.0000,0.0000
1765444301.524,2.695598,-5.9999,0.0000,0.0000
1765444301.724,2.695597,-5.9999,0.0000,0.0000
1765444301.924,2.695597,-5.9999,0.0000,0.0000
1765444302.124,2.695596,-5.9999,0.0000,0.0000
1765444302.324,2.695598,-5.9999,0.0000,0.0000
1765444302.524,2.695596,-5.9999,0.0000,0.0000
1765444302.724,2.695595,-5.9999,0.0000,0.0000
1765444302.924,2.695595,-5.9999,0.0000,0.0000
1765444303.124,2.695597,-5.9999,0.0000,0.0000
1765444303.324,2.695597,-5.9999,0.0000,0.0000
1765444303.524,2.695595,-5.9999,0.0000,0.0000
1765444303.724,2.695596,-5.9999,0.0000,0.0000
1765444303.924,2.695597,-5.9999,0.0000,0.0000
1765444304.124,2.695595,-5.9999,0.0000,0.0000
1765444304.324,2.695597,-5.9999,0.0000,0.0000
1765444304.524,2.695596,-5.9999,0.0000,0.0000
1765444304.724,2.695596,-5.9999,0.0000,0.0000
1765444304.924,2.695596,-5.9999,0.0000,0.0000
1765444305.124,2.695596,-5.9999,0.0000,0.0000
1765444305.324,2.695593,-5.9999,0.0000,0.0000
1765444305.524,2.695596,-5.9999,0.0000,0.0000
1765444305.724,2.695596,-5.9999,0.0000,0.0000
1765444305.924,2.695593,-5.9999,0.0000,0.0000
1765444306.124,2.695597,-5.9999,0.0000,0.0000
1765444306.324,2.695596,-5.9999,0.0000,0.0000
1765444306.524,2.695596,-5.9999,0.0000,0.0000
1765444306.724,2.696251,-5.9999,0.0000,0.0000
1765444306.924,2.705358,-5.9911,0.0000,0.0000
1765444307.124,2.714575,-5.9811,0.0000,0.0000
1765444307.324,2.723903,-5.9686,0.0000,0.0000
1765444307.524,2.733259,-5.9585,0.0000,0.0000
1765444307.724,2.742375,-5.9485,0.0000,0.0000
1765444307.924,2.751471,-5.9385,0.0000,0.0000
1765444308.124,2.761093,-5.9285,0.0000,0.0000
1765444308.324,2.770484,-5.9185,0.0000,0.0000
1765444308.524,2.779998,-5.9084,0.0000,0.0000
1765444308.724,2.789630,-5.8984,0.0000,0.0000
1765444308.924,2.799306,-5.8884,0.0000,0.0000
