t_sec,intensity,x,y,yaw
1757402485.192,2.695597,-5.9999,0.0000,0.0000
1757402485.392,2.695600,-5.9999,0.0000,0.0000
1757402485.592,2.695600,-5.9999,0.0000,0.0000
1757402485.792,2.695600,-5.9999,0.0000,0.0000
1757402485.992,2.695599,-5.9999,0.0000,0.0000
1757402486.192,2.695599,-5.9999,0.0000,0.0000
1757402486.392,2.695598,-5.9999,0.0000,0.0000
1757402486.592,2.695601,-5.9999,0.0000,0.0000
1757402486.792,2.695600,-5.9999,0.0000,0.0000
1757402486.992,2.695599,-5.9999,0.0000,0.0000
1757402487.192,2.695596,-5.9999,0.0000,0.0000
1757402487.392,2.695599,-5.9999,0.0000,0.0000
1757402487.592,2.695599,-5.9999,0.0000,0.0000
1757402487.792,2.695600,-5.9999,0.0000,0.0000
1757402487.992,2.695597,-5.9999,0.0000,0.0000
1757402488.192,2.695598,-5.9999,0.0000,0.0000
1757402488.392,2.695597,-5.9999,0.0000,0.0000
1757402488.592,2.695599,-5.9999,0.0000,0.0000
1757402488.792,2.695599,-5.9999,0.0000,0.0000
1757402488.992,2.695596,-5.9999,0.0000,0.0000
1757402489.192,2.695597,-5.9999,0.0000,0.0000
1757402489.392,2.695597,-5.9999,0.0000,0.0000
1757402489.592,2.695598,-5.9999,0.0000,0.0000
1757402489.792,2.695599,-5.9999,0.0000,0.0000
1757402489.992,2.695599,-5.9999,0.0000,0.0000
1757402490.192,2.695599,-5.9999,0.0000,0.0000
1757402490.392,2.695597,-5.9999,0.0000,0.0000
1757402490.592,2.695596,-5.9999,0.0000,0.0000
1757402490.792,2.695599,-5.9999,0.0000,0.0000
1757402490.992,2.695598,-5.9999,0.0000,0.0000
1757402491.192,2.695599,-5.9999,0.0000,0.0000
1757402491.392,2.695595,-5.9999,0.0000,0.0000
1757402491.592,2.695599,-5.9999,0.0000,0.0000
1757402491.792,2.695598,-5.9999,0.0000,0.0000
1757402491.992,2.695596,-5.9999,0.0000,0.0000
1757402492.192,2.695596,-5.9999,0.0000,0.0000
1757402492.392,2.695597,-5.9999,0.0000,0.0000
1757402492.592,2.695598,-5.9999,0.0000,0.0000
1757402492.792,2.695595,-5.9999,0.0000,0.0000
1757402492.992,2.695598,-5.9999,0.0000,0.0000
1757402493.192,2.699983,-5.9965,0.0000,0.0000
1757402493.392,2.714164,-5.9804,0.0000,0.0000
1757402493.592,2.728375,-5.9643,0.0000,0.0000
1757402493.792,2.742739,-5.9482,0.0000,0.0000
1757402493.992,2.757198,-5.9321,0.0000,0.0000
1757402494.192,2.771780,-5.9186,0.0000,0.0000
1757402494.392,2.787620,-5.9015,0.0000,0.0000
1757402494.592,2.802393,-5.8850,0.0000,0.0000
1757402494.792,2.818463,-5.8682,0.0000,0.0000
1757402494.992,2.836081,-5.8492,0.0000,0.0000
1757402495.192,2.851252,-5.8329,0.0000,0.0000
1757402495.392,2.867889,-5.8157,0.0000,0.0000
1757402495.592,2.885713,-5.7971,0.0000,0.0000
1757402495.792,2.901040,-5.7812,0.0000,0.0000
1757402495.992,2.917018,-5.7681,0.0000,0.0000
1757402496.192,2.934973,-5.7494,0.0000,0.0000
1757402496.392,2.950360,-5.7337,0.0000,0.0000
1757402496.592,2.967923,-5.7168,0.0000,0.0000
1757402496.792,2.987356,-5.6973,0.0000,0.0000
1757402496.992,3.003802,-5.6810,0.0000,0.0000
1757402497.192,3.021380,-5.6641,0.0000,0.0000
1757402497.392,3.040061,-5.6460,0.0000,0.0000
1757402497.592,3.056459,-5.6328,0.0000,0.0000
1757402497.792,3.074113,-5.6170,0.0000,0.0000
1757402497.992,3.093433,-5.5983,0.0000,0.0000
1757402498.192,3.109918,-5.5828,0.0000,0.0000
1757402498.392,3.129128,-5.5656,0.0000,0.0000
1757402498.592,3.149648,-5.5466,0.0000,0.0000
1757402498.792,3.166731,-5.5311,0.0000,0.0000
1757402498.992,3.185084,-5.5147,0.0000,0.0000
1757402499.192,3.205343,-5.4993,0.0000,0.0000
1757402499.392,3.223116,-5.4834,0.0000,0.0000
1757402499.592,3.241798,-5.4677,0.0000,0.0000
1757402499.792,3.262710,-5.4493,0.0000,0.0000
1757402499.992,3.280802,-5.4336,0.0000,0.0000
1757402500.192,3.301323,-5.4166,0.0000,0.0000
1757402500.392,3.324319,-5.3970,0.0000,0.0000
1757402500.592,3.343249,-5.3811,0.0000,0.0000
1757402500.792,3.363752,-5.3642,0.0000,0.0000
1757402500.992,3.385877,-5.3488,0.0000,0.0000
1757402501.192,3.405095,-5.3329,0.0000,0.0000
1757402501.392,3.427023,-5.3158,0.0000,0.0000
1757402501.592,3.449917,-5.2974,0.0000,0.0000
1757402501.792,3.470304,-5.2811,0.0000,0.0000
1757402501.992,3.492438,-5.2640,0.0000,0.0000
1757402502.192,3.515651,-5.2459,0.0000,0.0000
1757402502.392,3.535862,-5.2304,0.0000,0.0000
1757402502.592,3.557904,-5.2169,0.0000,0.0000
1757402502.792,3.582084,-5.1981,0.0000,0.0000
1757402502.992,3.602556,-5.1825,0.0000,0.0000
1757402503.192,3.626544,-5.1654,0.0000,0.0000
1757402503.392,3.652012,-5.1465,0.0000,0.0000
1757402503.592,3.673432,-5.1307,0.0000,0.0000
1757402503.792,3.696723,-5.1142,0.0000,0.0000
1757402503.992,3.722090,-5.0961,0.0000,0.0000
1757402504.192,3.744165,-5.0829,0.0000,0.0000
1757402504.392,3.767663,-5.0672,0.0000,0.0000
1757402504.592,3.794049,-5.0486,0.0000,0.0000
1757402504.792,3.816681,-5.0328,0.0000,0.0000
1757402504.992,3.842565,-5.0158,0.0000,0.0000
1757402505.192,3.870438,-4.9969,0.0000,0.0000
1757402505.392,3.893960,-4.9811,0.0000,0.0000
1757402505.592,3.919009,-4.9648,0.0000,0.0001
1757402505.792,3.946747,-4.9467,0.0000,0.0001
1757402505.992,3.970767,-4.9334,0.0000,0.0001
1757402506.192,3.996302,-4.9178,0.0000,0.0000
1757402506.392,4.024912,-4.8994,0.0000,0.0001
1757402506.592,4.049693,-4.8836,0.0000,0.0001
1757402506.792,4.077813,-4.8666,0.0000,0.0001
1757402506.992,4.109372,-4.8471,0.0000,0.0001
1757402507.192,4.135369,-4.8312,0.0000,0.0001
1757402507.392,4.163564,-4.8143,0.0000,0.0001
1757402507.592,4.194011,-4.7989,0.0000,0.0001
1757402507.792,4.220503,-4.7830,0.0000,0.0001
1757402507.992,4.250908,-4.7659,0.0000,0.0001
1757402508.192,4.282502,-4.7475,0.0000,0.0001
1757402508.392,4.310534,-4.7312,0.0000,0.0001
1757402508.592,4.341160,-4.7141,0.0000,0.0001
1757402508.792,4.373646,-4.6958,0.0000,0.0001
1757402508.992,4.401010,-4.6806,0.0000,0.0001
1757402509.192,4.431792,-4.6671,0.0000,0.0001
1757402509.392,4.465346,-4.6483,0.0000,0.0001
1757402509.592,4.493807,-4.6328,0.0000,0.0001
1757402509.792,4.527070,-4.6157,0.0001,0.0001
1757402509.992,4.561836,-4.5972,0.0001,0.0001
1757402510.192,4.592758,-4.5810,0.0001,0.0001
1757402510.392,4.626462,-4.5639,0.0001,0.0001
1757402510.592,4.661739,-4.5458,0.0001,0.0001
1757402510.792,4.691911,-4.5306,0.0001,0.0001
1757402510.992,4.725798,-4.5171,0.0001,0.0001
1757402511.192,4.762826,-4.4983,0.0001,0.0001
1757402511.392,4.794217,-4.4827,0.0001,0.0001
1757402511.592,4.830949,-4.4657,0.0001,0.0001
1757402511.792,4.869966,-4.4467,0.0001,0.0001
1757402511.992,4.903128,-4.4309,0.0001,0.0001
1757402512.192,4.938564,-4.4146,0.0001,0.0001
1757402512.392,4.977738,-4.3965,0.0001,0.0001
1757402512.592,5.011875,-4.3832,0.0001,0.0001
