t_sec,intensity,x,y,yaw
1757408298.168,2.695571,-6.0000,0.0000,0.0001
1757408298.368,2.695570,-6.0000,0.0000,0.0001
1757408298.568,2.695570,-6.0000,0.0000,0.0001
1757408298.768,2.695572,-6.0000,0.0000,0.0001
1757408298.968,2.695570,-6.0000,0.0000,0.0001
1757408299.168,2.695570,-6.0000,0.0000,0.0001
1757408299.368,2.695571,-6.0000,0.0000,0.0001
1757408299.568,2.695571,-6.0000,0.0000,0.0001
1757408299.768,2.695569,-6.0000,0.0000,0.0001
1757408299.968,2.695569,-6.0000,0.0000,0.0001
1757408300.168,2.695570,-6.0000,0.0000,0.0001
1757408300.368,2.695571,-6.0000,0.0000,0.0001
1757408300.568,2.695570,-6.0000,0.0000,0.0001
1757408300.768,2.695568,-6.0000,0.0000,0.0001
1757408300.968,2.695569,-6.0000,0.0000,0.0001
1757408301.168,2.695571,-6.0000,0.0000,0.0001
1757408301.368,2.695569,-6.0000,0.0000,0.0001
1757408301.568,2.695571,-6.0000,0.0000,0.0001
1757408301.768,2.695570,-6.0000,0.0000,0.0001
1757408301.968,2.695569,-6.0000,0.0000,0.0001
1757408302.168,2.695568,-6.0000,0.0000,0.0001
1757408302.368,2.695570,-6.0000,0.0000,0.0001
1757408302.568,2.695570,-6.0000,0.0000,0.0001
1757408302.768,2.695567,-6.0000,0.0000,0.0001
1757408302.968,2.695569,-6.0000,0.0000,0.0001
1757408303.168,2.695567,-6.0000,0.0000,0.0001
1757408303.368,2.695569,-6.0000,0.0000,0.0001
1757408303.568,2.695568,-6.0000,0.0000,0.0001
1757408303.768,2.695570,-6.0000,0.0000,0.0001
1757408303.968,2.695568,-6.0000,0.0000,0.0001
1757408304.168,2.695567,-6.0000,0.0000,0.0001
1757408304.368,2.695567,-6.0000,0.0000,0.0001
1757408304.568,2.695569,-6.0000,0.0000,0.0001
1757408304.768,2.695570,-6.0000,0.0000,0.0001
1757408304.968,2.700728,-5.9965,0.0000,0.0001
1757408305.168,2.714474,-5.9808,0.0000,0.0001
