x,y,intensity
-2.125,-6.625,3.6737
-1.875,-6.625,3.86033
-1.625,-6.625,4.08589
-1.375,-6.625,4.46118
-1.125,-6.625,4.77197
-0.875,-6.625,5.24828
-0.625,-6.625,5.39222
-0.375,-6.625,5.95839
-0.125,-6.625,6.81019
0.125,-6.625,7.19849
0.375,-6.625,8.27771
0.625,-6.625,-1
0.875,-6.625,-1
1.125,-6.625,-1
1.375,-6.625,-1
1.625,-6.625,-1
1.875,-6.625,-1
2.125,-6.625,-1
2.375,-6.625,-1
2.625,-6.625,-1
2.875,-6.625,-1
3.125,-6.625,-1
3.375,-6.625,-1
3.625,-6.625,-1
3.875,-6.625,-1
4.125,-6.625,-1
4.375,-6.625,40.1763
4.625,-6.625,41.7854
4.875,-6.625,40.9013
5.125,-6.625,42.5114
5.375,-6.625,45.2838
5.625,-6.625,44.4033
5.875,-6.625,45.8961
6.125,-6.625,49.5366
6.375,-6.625,51.0618
6.625,-6.625,52.5809
6.875,-6.625,46.1824
7.125,-6.625,50.8442
7.375,-6.625,42.8031
7.625,-6.625,-1
7.875,-6.625,-1
8.125,-6.625,-1
8.375,-6.625,-1
8.625,-6.625,-1
8.875,-6.625,-1
9.125,-6.625,-1
9.375,-6.625,-1
-9.375,-6.375,-1
-9.125,-6.375,-1
-8.875,-6.375,9.62734
-8.625,-6.375,9.75989
-8.375,-6.375,9.48385e-06
-8.125,-6.375,10.0342
-7.875,-6.375,-1
-7.625,-6.375,-1
-7.375,-6.375,-1
-7.125,-6.375,-1
-6.875,-6.375,-1
-6.625,-6.375,-1
-6.375,-6.375,-1
-6.125,-6.375,-1
-5.875,-6.375,-1
-5.625,-6.375,-1
-5.375,-6.375,2.23943
-5.125,-6.375,2.2512
-4.875,-6.375,-1
-4.625,-6.375,2.42891
-4.375,-6.375,2.49581
-4.125,-6.375,2.61709
-3.875,-6.375,2.69883
-3.625,-6.375,2.89675
-3.375,-6.375,3.03723
-3.125,-6.375,3.15779
-2.875,-6.375,3.29611
-2.625,-6.375,3.46458
-2.375,-6.375,3.67953
-2.125,-6.375,3.86538
-1.875,-6.375,4.0025
-1.625,-6.375,4.13533
-1.375,-6.375,4.49642
-1.125,-6.375,4.90298
-0.875,-6.375,5.26206
-0.625,-6.375,5.58348
-0.375,-6.375,6.11451
-0.125,-6.375,6.88245
0.125,-6.375,7.29667
0.375,-6.375,8.87403
0.625,-6.375,-1
0.875,-6.375,-1
1.125,-6.375,-1
1.375,-6.375,-1
1.625,-6.375,-1
1.875,-6.375,-1
2.125,-6.375,-1
2.375,-6.375,-1
2.625,-6.375,-1
2.875,-6.375,-1
3.125,-6.375,-1
3.375,-6.375,-1
3.625,-6.375,-1
3.875,-6.375,-1
4.125,-6.375,-1
4.375,-6.375,42.823
4.625,-6.375,41.9937
4.875,-6.375,-1
5.125,-6.375,44.562
5.375,-6.375,47.6968
5.625,-6.375,47.2688
5.875,-6.375,48.402
6.125,-6.375,53.7838
6.375,-6.375,56.6868
6.625,-6.375,58.4938
6.875,-6.375,52.6107
7.125,-6.375,57.3642
7.375,-6.375,50.3265
7.625,-6.375,-1
7.875,-6.375,-1
8.125,-6.375,-1
8.375,-6.375,-1
8.625,-6.375,-1
8.875,-6.375,-1
9.125,-6.375,-1
9.375,-6.375,-1
-9.375,-6.125,-1
-9.125,-6.125,-1
-8.875,-6.125,9.67972
-8.625,-6.125,11.3366
-8.375,-6.125,11.5908
-8.125,-6.125,11.7877
-7.875,-6.125,11.8438
-7.625,-6.125,-1
-7.375,-6.125,-1
-7.125,-6.125,-1
-6.875,-6.125,-1
-6.625,-6.125,-1
-6.375,-6.125,-1
-6.125,-6.125,-1
-5.875,-6.125,-1
-5.625,-6.125,14.1966
-5.375,-6.125,14.4933
-5.125,-6.125,2.31909
-4.875,-6.125,2.39357
-4.625,-6.125,2.47773
-4.375,-6.125,2.57285
-4.125,-6.125,2.62417
-3.875,-6.125,16.4592
-3.625,-6.125,2.79819
-3.375,-6.125,2.92718
-3.125,-6.125,3.17376
-2.875,-6.125,3.31673
-2.625,-6.125,3.47832
-2.375,-6.125,3.66696
-2.125,-6.125,3.8847
-1.875,-6.125,3.85229
-1.625,-6.125,4.26799
-1.375,-6.125,4.46666
-1.125,-6.125,4.90786
-0.875,-6.125,5.13937
-0.625,-6.125,5.5812
-0.375,-6.125,6.11063
-0.125,-6.125,6.7117
0.125,-6.125,7.02269
0.375,-6.125,8.80075
0.625,-6.125,-1
0.875,-6.125,-1
1.125,-6.125,-1
1.375,-6.125,-1
1.625,-6.125,-1
1.875,-6.125,-1
2.125,-6.125,-1
2.375,-6.125,-1
2.625,-6.125,-1
2.875,-6.125,-1
3.125,-6.125,-1
3.375,-6.125,-1
3.625,-6.125,-1
3.875,-6.125,-1
4.125,-6.125,-1
4.375,-6.125,44.0023
4.625,-6.125,43.2785
4.875,-6.125,46.919
5.125,-6.125,46.1943
5.375,-6.125,49.5263
5.625,-6.125,50.0319
5.875,-6.125,53.377
6.125,-6.125,58.273
6.375,-6.125,61.344
6.625,-6.125,65.1939
6.875,-6.125,59.6879
7.125,-6.125,67.3746
7.375,-6.125,60.2881
7.625,-6.125,-1
7.875,-6.125,-1
8.125,-6.125,-1
8.375,-6.125,-1
8.625,-6.125,-1
8.875,-6.125,-1
9.125,-6.125,-1
9.375,-6.125,-1
-9.375,-5.875,-1
-9.125,-5.875,-1
-8.875,-5.875,11.2387
-8.625,-5.875,11.3561
-8.375,-5.875,11.4602
-8.125,-5.875,11.6759
-7.875,-5.875,12.0082
-7.625,-5.875,12.1851
-7.375,-5.875,12.418
-7.125,-5.875,12.6104
-6.875,-5.875,12.8294
-6.625,-5.875,13.1506
-6.375,-5.875,13.4033
-6.125,-5.875,13.6632
-5.875,-5.875,13.9053
-5.625,-5.875,14.119
-5.375,-5.875,14.4728
-5.125,-5.875,14.5972
-4.875,-5.875,15.0869
-4.625,-5.875,15.4317
-4.375,-5.875,15.8567
-4.125,-5.875,16.2505
-3.875,-5.875,16.6511
-3.625,-5.875,17.0376
-3.375,-5.875,3.01042
-3.125,-5.875,3.15161
-2.875,-5.875,3.27907
-2.625,-5.875,3.4129
-2.375,-5.875,19.377
-2.125,-5.875,19.5203
-1.875,-5.875,4.00898
-1.625,-5.875,4.21918
-1.375,-5.875,4.34137
-1.125,-5.875,4.81958
-0.875,-5.875,4.92287
-0.625,-5.875,5.44349
-0.375,-5.875,5.91319
-0.125,-5.875,6.28171
0.125,-5.875,6.43412
0.375,-5.875,8.21404
0.625,-5.875,-1
0.875,-5.875,-1
1.125,-5.875,-1
1.375,-5.875,-1
1.625,-5.875,-1
1.875,-5.875,-1
2.125,-5.875,-1
2.375,-5.875,-1
2.625,-5.875,-1
2.875,-5.875,-1
3.125,-5.875,-1
3.375,-5.875,-1
3.625,-5.875,-1
3.875,-5.875,-1
4.125,-5.875,-1
4.375,-5.875,43.5852
4.625,-5.875,44.7586
4.875,-5.875,47.503
5.125,-5.875,48.2852
5.375,-5.875,51.2598
5.625,-5.875,52.5773
5.875,-5.875,55.1107
6.125,-5.875,63.0125
6.375,-5.875,66.5323
6.625,-5.875,73.2375
6.875,-5.875,68.5796
7.125,-5.875,80.6134
7.375,-5.875,73.9985
7.625,-5.875,-1
7.875,-5.875,-1
8.125,-5.875,-1
8.375,-5.875,-1
8.625,-5.875,-1
8.875,-5.875,-1
9.125,-5.875,-1
9.375,-5.875,-1
-9.375,-5.625,-1
-9.125,-5.625,-1
-8.875,-5.625,11.2297
-8.625,-5.625,11.239
-8.375,-5.625,11.4229
-8.125,-5.625,11.8022
-7.875,-5.625,12.0052
-7.625,-5.625,12.0781
-7.375,-5.625,12.4236
-7.125,-5.625,12.6701
-6.875,-5.625,12.8066
-6.625,-5.625,13.0541
-6.375,-5.625,13.3287
-6.125,-5.625,13.6137
-5.875,-5.625,13.9238
-5.625,-5.625,14.2116
-5.375,-5.625,14.531
-5.125,-5.625,14.6344
-4.875,-5.625,15.0626
-4.625,-5.625,15.4
-4.375,-5.625,15.6568
-4.125,-5.625,15.8973
-3.875,-5.625,16.501
-3.625,-5.625,17.0637
-3.375,-5.625,17.3648
-3.125,-5.625,17.9369
-2.875,-5.625,18.1489
-2.625,-5.625,18.4056
-2.375,-5.625,19.0555
-2.125,-5.625,19.9697
-1.875,-5.625,20.6287
-1.625,-5.625,21.1871
-1.375,-5.625,21.7484
-1.125,-5.625,4.66676
-0.875,-5.625,23.1545
-0.625,-5.625,5.1718
-0.375,-5.625,5.57361
-0.125,-5.625,5.72748
0.125,-5.625,6.70224
0.375,-5.625,7.06814
0.625,-5.625,-1
0.875,-5.625,-1
1.125,-5.625,-1
1.375,-5.625,-1
1.625,-5.625,-1
1.875,-5.625,-1
2.125,-5.625,-1
2.375,-5.625,-1
2.625,-5.625,-1
2.875,-5.625,-1
3.125,-5.625,-1
3.375,-5.625,-1
3.625,-5.625,-1
3.875,-5.625,-1
4.125,-5.625,-1
4.375,-5.625,43.9747
4.625,-5.625,45.7176
4.875,-5.625,47.2075
5.125,-5.625,50.634
5.375,-5.625,53.0019
5.625,-5.625,54.8216
5.875,-5.625,60.0573
6.125,-5.625,67.4458
6.375,-5.625,71.8353
6.625,-5.625,82.4709
6.875,-5.625,78.3284
7.125,-5.625,88.9438
7.375,-5.625,82.4802
7.625,-5.625,-1
7.875,-5.625,-1
8.125,-5.625,-1
8.375,-5.625,-1
8.625,-5.625,-1
8.875,-5.625,-1
9.125,-5.625,-1
9.375,-5.625,-1
-9.375,-5.375,-1
-9.125,-5.375,-1
-8.875,-5.375,11.2326
-8.625,-5.375,11.308
-8.375,-5.375,11.4958
-8.125,-5.375,11.7404
-7.875,-5.375,11.936
-7.625,-5.375,-1
-7.375,-5.375,12.3224
-7.125,-5.375,12.4981
-6.875,-5.375,12.6858
-6.625,-5.375,13.1483
-6.375,-5.375,13.2533
-6.125,-5.375,13.3973
-5.875,-5.375,13.7195
-5.625,-5.375,13.949
-5.375,-5.375,14.2602
-5.125,-5.375,14.6241
-4.875,-5.375,14.8218
-4.625,-5.375,15.2254
-4.375,-5.375,15.5404
-4.125,-5.375,15.8943
-3.875,-5.375,16.2507
-3.625,-5.375,16.6157
-3.375,-5.375,17.0386
-3.125,-5.375,17.5515
-2.875,-5.375,17.9513
-2.625,-5.375,18.3771
-2.375,-5.375,18.9427
-2.125,-5.375,19.5194
-1.875,-5.375,19.9407
-1.625,-5.375,20.5671
-1.375,-5.375,21.1822
-1.125,-5.375,22.692
-0.875,-5.375,22.8323
-0.625,-5.375,23.8457
-0.375,-5.375,24.7377
-0.125,-5.375,25.7194
0.125,-5.375,26.9934
0.375,-5.375,30.0677
0.625,-5.375,29.829
0.875,-5.375,35.8417
1.125,-5.375,42.7227
1.375,-5.375,51.492
1.625,-5.375,64.1282
1.875,-5.375,75.1985
2.125,-5.375,84.8167
2.375,-5.375,87.8499
2.625,-5.375,83.195
2.875,-5.375,73.758
3.125,-5.375,67.5002
3.375,-5.375,60.4468
3.625,-5.375,54.6041
3.875,-5.375,49.5283
4.125,-5.375,45.9537
4.375,-5.375,44.9789
4.625,-5.375,45.7538
4.875,-5.375,47.8164
5.125,-5.375,50.15
5.375,-5.375,55.2556
5.625,-5.375,56.9604
5.875,-5.375,61.6537
6.125,-5.375,69.4069
6.375,-5.375,77.1741
6.625,-5.375,91.3247
6.875,-5.375,89.585
7.125,-5.375,108.441
7.375,-5.375,102.916
7.625,-5.375,-1
7.875,-5.375,-1
8.125,-5.375,-1
8.375,-5.375,-1
8.625,-5.375,-1
8.875,-5.375,-1
9.125,-5.375,-1
9.375,-5.375,-1
-9.375,-5.125,-1
-9.125,-5.125,-1
-8.875,-5.125,-1
-8.625,-5.125,11.3988
-8.375,-5.125,11.5378
-8.125,-5.125,11.6226
-7.875,-5.125,11.879
-7.625,-5.125,12.006
-7.375,-5.125,12.2047
-7.125,-5.125,12.6618
-6.875,-5.125,12.8205
-6.625,-5.125,12.9007
-6.375,-5.125,13.351
-6.125,-5.125,13.6228
-5.875,-5.125,13.9157
-5.625,-5.125,14.1901
-5.375,-5.125,14.4477
-5.125,-5.125,14.5954
-4.875,-5.125,15.0374
-4.625,-5.125,15.3409
-4.375,-5.125,15.6969
-4.125,-5.125,15.8112
-3.875,-5.125,16.276
-3.625,-5.125,16.6289
-3.375,-5.125,16.9586
-3.125,-5.125,17.4352
-2.875,-5.125,17.7817
-2.625,-5.125,18.3896
-2.375,-5.125,18.8764
-2.125,-5.125,19.6895
-1.875,-5.125,20.3308
-1.625,-5.125,20.8922
-1.375,-5.125,21.5739
-1.125,-5.125,22.379
-0.875,-5.125,22.3652
-0.625,-5.125,23.5721
-0.375,-5.125,24.5297
-0.125,-5.125,26.1871
0.125,-5.125,27.9162
0.375,-5.125,31.7981
0.625,-5.125,30.9848
0.875,-5.125,38.2357
1.125,-5.125,44.066
1.375,-5.125,52.0826
1.625,-5.125,60.1817
1.875,-5.125,69.7667
2.125,-5.125,77.3588
2.375,-5.125,80.3617
2.625,-5.125,77.7834
2.875,-5.125,71.1761
3.125,-5.125,67.3319
3.375,-5.125,57.0129
3.625,-5.125,52.7514
3.875,-5.125,49.3162
4.125,-5.125,46.8059
4.375,-5.125,48.0604
4.625,-5.125,47.1325
4.875,-5.125,50.5594
5.125,-5.125,53.0827
5.375,-5.125,54.3455
5.625,-5.125,58.7913
5.875,-5.125,64.4387
6.125,-5.125,73.0777
6.375,-5.125,81.7858
6.625,-5.125,100.816
6.875,-5.125,103.158
7.125,-5.125,132.284
7.375,-5.125,124.145
7.625,-5.125,-1
7.875,-5.125,-1
8.125,-5.125,-1
8.375,-5.125,-1
8.625,-5.125,-1
8.875,-5.125,-1
9.125,-5.125,-1
9.375,-5.125,-1
-9.375,-4.875,-1
-9.125,-4.875,-1
-8.875,-4.875,11.2095
-8.625,-4.875,11.375
-8.375,-4.875,11.4179
-8.125,-4.875,11.6003
-7.875,-4.875,11.8234
-7.625,-4.875,11.9898
-7.375,-4.875,12.3827
-7.125,-4.875,12.4025
-6.875,-4.875,12.6546
-6.625,-4.875,12.9036
-6.375,-4.875,13.1131
-6.125,-4.875,13.3577
-5.875,-4.875,13.6217
-5.625,-4.875,13.8778
-5.375,-4.875,14.1739
-5.125,-4.875,14.4531
-4.875,-4.875,14.8669
-4.625,-4.875,15.0781
-4.375,-4.875,15.4077
-4.125,-4.875,15.9821
-3.875,-4.875,16.4201
-3.625,-4.875,16.6536
-3.375,-4.875,17.3199
-3.125,-4.875,17.6718
-2.875,-4.875,18.0786
-2.625,-4.875,18.5908
-2.375,-4.875,18.698
-2.125,-4.875,19.5736
-1.875,-4.875,19.6885
-1.625,-4.875,20.3818
-1.375,-4.875,20.889
-1.125,-4.875,21.5637
-0.875,-4.875,22.3375
-0.625,-4.875,23.5958
-0.375,-4.875,24.709
-0.125,-4.875,26.9672
0.125,-4.875,27.108
0.375,-4.875,30.1728
0.625,-4.875,31.0396
0.875,-4.875,35.3133
1.125,-4.875,41.2376
1.375,-4.875,48.28
1.625,-4.875,56.2628
1.875,-4.875,64.5973
2.125,-4.875,71.2779
2.375,-4.875,73.2788
2.625,-4.875,74.2818
2.875,-4.875,71.8271
3.125,-4.875,63.1011
3.375,-4.875,59.5636
3.625,-4.875,54.0126
3.875,-4.875,52.4819
4.125,-4.875,48.9481
4.375,-4.875,50.7505
4.625,-4.875,49.8851
4.875,-4.875,51.598
5.125,-4.875,54.3212
5.375,-4.875,56.008
5.625,-4.875,60.3928
5.875,-4.875,66.5911
6.125,-4.875,75.9308
6.375,-4.875,85.9304
6.625,-4.875,107.773
6.875,-4.875,115.225
7.125,-4.875,161.976
7.375,-4.875,162.264
7.625,-4.875,-1
7.875,-4.875,-1
8.125,-4.875,-1
8.375,-4.875,-1
8.625,-4.875,-1
8.875,-4.875,-1
9.125,-4.875,-1
9.375,-4.875,-1
-9.375,-4.625,-1
-9.125,-4.625,-1
-8.875,-4.625,-1
-8.625,-4.625,-1
-8.375,-4.625,11.5324
-8.125,-4.625,1.58901
-7.875,-4.625,11.8508
-7.625,-4.625,1.65066
-7.375,-4.625,12.2078
-7.125,-4.625,12.6024
-6.875,-4.625,12.8347
-6.625,-4.625,13.018
-6.375,-4.625,1.85487
-6.125,-4.625,1.8471
-5.875,-4.625,1.87631
-5.625,-4.625,14.0615
-5.375,-4.625,14.366
-5.125,-4.625,14.6665
-4.875,-4.625,15.0576
-4.625,-4.625,15.285
-4.375,-4.625,15.7151
-4.125,-4.625,15.8081
-3.875,-4.625,16.4069
-3.625,-4.625,16.7812
-3.375,-4.625,17.2144
-3.125,-4.625,17.6154
-2.875,-4.625,18.0324
-2.625,-4.625,18.4723
-2.375,-4.625,18.8975
-2.125,-4.625,19.5156
-1.875,-4.625,20.1144
-1.625,-4.625,20.7718
-1.375,-4.625,21.4148
-1.125,-4.625,22.3655
-0.875,-4.625,23.4187
-0.625,-4.625,5.02599
-0.375,-4.625,25.3638
-0.125,-4.625,28.6927
0.125,-4.625,10.9279
0.375,-4.625,35.317
0.625,-4.625,35.467
0.875,-4.625,40.0423
1.125,-4.625,41.9957
1.375,-4.625,51.8485
1.625,-4.625,57.7329
1.875,-4.625,61.9738
2.125,-4.625,65.8508
2.375,-4.625,66.8208
2.625,-4.625,67.9859
2.875,-4.625,66.1384
3.125,-4.625,62.9056
3.375,-4.625,59.3297
3.625,-4.625,56.4744
3.875,-4.625,54.5246
4.125,-4.625,52.9544
4.375,-4.625,52.2776
4.625,-4.625,52.2099
4.875,-4.625,52.775
5.125,-4.625,53.7831
5.375,-4.625,57.4443
5.625,-4.625,61.7129
5.875,-4.625,68.313
6.125,-4.625,76.7594
6.375,-4.625,88.2564
6.625,-4.625,111.842
6.875,-4.625,125.428
7.125,-4.625,168.867
7.375,-4.625,166.107
7.625,-4.625,-1
7.875,-4.625,-1
8.125,-4.625,-1
8.375,-4.625,-1
8.625,-4.625,-1
8.875,-4.625,-1
9.125,-4.625,-1
9.375,-4.625,-1
-9.375,-4.375,-1
-9.125,-4.375,-1
-8.875,-4.375,-1
-8.625,-4.375,-1
-8.375,-4.375,-1
-8.125,-4.375,-1
-7.875,-4.375,-1
-7.625,-4.375,-1
-7.375,-4.375,-1
-7.125,-4.375,-1
-6.875,-4.375,-1
-6.625,-4.375,-1
-6.375,-4.375,-1
-6.125,-4.375,1.80625
-5.875,-4.375,1.89843
-5.625,-4.375,1.93758
-5.375,-4.375,1.98569
-5.125,-4.375,2.02428
-4.875,-4.375,2.0705
-4.625,-4.375,2.12523
-4.375,-4.375,2.16141
-4.125,-4.375,2.2183
-3.875,-4.375,2.26195
-3.625,-4.375,2.32658
-3.375,-4.375,2.35518
-3.125,-4.375,2.48373
-2.875,-4.375,2.54497
-2.625,-4.375,2.65791
-2.375,-4.375,2.76786
-2.125,-4.375,3.06281
-1.875,-4.375,3.07524
-1.625,-4.375,3.62174
-1.375,-4.375,3.87258
-1.125,-4.375,4.74597
-0.875,-4.375,4.86366
-0.625,-4.375,5.10187
-0.375,-4.375,6.8931
-0.125,-4.375,9.58606
0.125,-4.375,11.905
0.375,-4.375,13.0124
0.625,-4.375,-1
0.875,-4.375,-1
1.125,-4.375,-1
1.375,-4.375,-1
1.625,-4.375,-1
1.875,-4.375,-1
2.125,-4.375,-1
2.375,-4.375,-1
2.625,-4.375,-1
2.875,-4.375,-1
3.125,-4.375,-1
3.375,-4.375,-1
3.625,-4.375,-1
3.875,-4.375,-1
4.125,-4.375,-1
4.375,-4.375,53.1219
4.625,-4.375,52.6852
4.875,-4.375,53.705
5.125,-4.375,58.5204
5.375,-4.375,58.0896
5.625,-4.375,62.6856
5.875,-4.375,69.11
6.125,-4.375,77.1262
6.375,-4.375,88.3473
6.625,-4.375,112.244
6.875,-4.375,153.359
7.125,-4.375,162.15
7.375,-4.375,169.291
7.625,-4.375,-1
7.875,-4.375,-1
8.125,-4.375,-1
8.375,-4.375,-1
8.625,-4.375,-1
8.875,-4.375,-1
9.125,-4.375,-1
9.375,-4.375,-1
-9.375,-4.125,-1
-9.125,-4.125,-1
-8.875,-4.125,-1
-8.625,-4.125,-1
-8.375,-4.125,-1
-8.125,-4.125,-1
-7.875,-4.125,-1
-7.625,-4.125,-1
-7.375,-4.125,-1
-7.125,-4.125,-1
-6.875,-4.125,-1
-6.625,-4.125,-1
-6.375,-4.125,-1
-6.125,-4.125,1.75593
-5.875,-4.125,1.8076
-5.625,-4.125,1.86107
-5.375,-4.125,1.92408
-5.125,-4.125,1.89622
-4.875,-4.125,1.99656
-4.625,-4.125,1.99048
-4.375,-4.125,2.06743
-4.125,-4.125,2.12696
-3.875,-4.125,2.19073
-3.625,-4.125,2.24713
-3.375,-4.125,2.41258
-3.125,-4.125,2.4956
-2.875,-4.125,2.61453
-2.625,-4.125,2.75475
-2.375,-4.125,2.95247
-2.125,-4.125,2.94332
-1.875,-4.125,3.15377
-1.625,-4.125,3.43558
-1.375,-4.125,3.77683
-1.125,-4.125,4.33752
-0.875,-4.125,5.53656
-0.625,-4.125,6.65428
-0.375,-4.125,8.03823
-0.125,-4.125,10.5074
0.125,-4.125,12.5237
0.375,-4.125,13.9276
0.625,-4.125,-1
0.875,-4.125,-1
1.125,-4.125,-1
1.375,-4.125,-1
1.625,-4.125,-1
1.875,-4.125,-1
2.125,-4.125,-1
2.375,-4.125,-1
2.625,-4.125,-1
2.875,-4.125,-1
3.125,-4.125,-1
3.375,-4.125,-1
3.625,-4.125,-1
3.875,-4.125,-1
4.125,-4.125,-1
4.375,-4.125,39.8797
4.625,-4.125,54.5151
4.875,-4.125,54.6623
5.125,-4.125,58.8691
5.375,-4.125,59.3793
5.625,-4.125,63.4626
5.875,-4.125,69.2736
6.125,-4.125,75.9497
6.375,-4.125,86.3673
6.625,-4.125,117.641
6.875,-4.125,146.553
7.125,-4.125,156.667
7.375,-4.125,164.858
7.625,-4.125,-1
7.875,-4.125,-1
8.125,-4.125,-1
8.375,-4.125,-1
8.625,-4.125,-1
8.875,-4.125,-1
9.125,-4.125,-1
9.375,-4.125,-1
-9.375,-3.875,-1
-9.125,-3.875,-1
-8.875,-3.875,-1
-8.625,-3.875,1.17617e-42
-8.375,-3.875,1.06502e-44
-8.125,-3.875,7.97528e-47
-7.875,-3.875,1.46474e-49
-7.625,-3.875,3.31456e-64
-7.375,-3.875,2.63615e-64
-7.125,-3.875,1.98272e-64
-6.875,-3.875,1.45904e-64
-6.625,-3.875,-1
-6.375,-3.875,-1
-6.125,-3.875,1.71317
-5.875,-3.875,1.79115
-5.625,-3.875,1.77383
-5.375,-3.875,1.85597
-5.125,-3.875,1.84408
-4.875,-3.875,1.91491
-4.625,-3.875,1.99086
-4.375,-3.875,2.04869
-4.125,-3.875,2.10245
-3.875,-3.875,2.18566
-3.625,-3.875,2.25945
-3.375,-3.875,2.37871
-3.125,-3.875,2.49373
-2.875,-3.875,2.65444
-2.625,-3.875,2.78509
-2.375,-3.875,3.003
-2.125,-3.875,3.43478
-1.875,-3.875,3.58811
-1.625,-3.875,4.3384
-1.375,-3.875,5.09694
-1.125,-3.875,5.79898
-0.875,-3.875,6.27968
-0.625,-3.875,7.58265
-0.375,-3.875,8.98149
-0.125,-3.875,11.1662
0.125,-3.875,1.39914
0.375,-3.875,1.31605
0.625,-3.875,-1
0.875,-3.875,-1
1.125,-3.875,-1
1.375,-3.875,-1
1.625,-3.875,-1
1.875,-3.875,-1
2.125,-3.875,-1
2.375,-3.875,-1
2.625,-3.875,-1
2.875,-3.875,-1
3.125,-3.875,-1
3.375,-3.875,-1
3.625,-3.875,-1
3.875,-3.875,-1
4.125,-3.875,-1
4.375,-3.875,39.1025
4.625,-3.875,54.2202
4.875,-3.875,54.8552
5.125,-3.875,56.4342
5.375,-3.875,60.278
5.625,-3.875,63.5099
5.875,-3.875,68.7742
6.125,-3.875,74.8673
6.375,-3.875,102.705
6.625,-3.875,114.046
6.875,-3.875,130.894
7.125,-3.875,130.195
7.375,-3.875,152.208
7.625,-3.875,152.045
7.875,-3.875,158.823
8.125,-3.875,-1
8.375,-3.875,156.905
8.625,-3.875,-1
8.875,-3.875,-1
9.125,-3.875,-1
9.375,-3.875,-1
-9.375,-3.625,-1
-9.125,-3.625,-1
-8.875,-3.625,-1
-8.625,-3.625,1.18353e-41
-8.375,-3.625,5.4796e-43
-8.125,-3.625,1.37255e-44
-7.875,-3.625,6.79144e-47
-7.625,-3.625,1.51769e-49
-7.375,-3.625,7.87288e-51
-7.125,-3.625,-1
-6.875,-3.625,5.39896e-65
-6.625,-3.625,-1
-6.375,-3.625,-1
-6.125,-3.625,1.66255
-5.875,-3.625,1.73755
-5.625,-3.625,1.7306
-5.375,-3.625,1.80004
-5.125,-3.625,1.81128
-4.875,-3.625,1.90571
-4.625,-3.625,1.89849
-4.375,-3.625,-1
-4.125,-3.625,2.10433
-3.875,-3.625,2.17857
-3.625,-3.625,2.20407
-3.375,-3.625,2.29427
-3.125,-3.625,2.43969
-2.875,-3.625,2.67198
-2.625,-3.625,3.10684
-2.375,-3.625,3.07484
-2.125,-3.625,3.26248
-1.875,-3.625,3.58365
-1.625,-3.625,4.92044
-1.375,-3.625,5.98227
-1.125,-3.625,6.871
-0.875,-3.625,6.93337
-0.625,-3.625,8.55772
-0.375,-3.625,9.7018
-0.125,-3.625,1.19492
0.125,-3.625,0.87239
0.375,-3.625,0.947348
0.625,-3.625,-1
0.875,-3.625,-1
1.125,-3.625,-1
1.375,-3.625,-1
1.625,-3.625,-1
1.875,-3.625,-1
2.125,-3.625,-1
2.375,-3.625,-1
2.625,-3.625,-1
2.875,-3.625,-1
3.125,-3.625,-1
3.375,-3.625,-1
3.625,-3.625,-1
3.875,-3.625,-1
4.125,-3.625,-1
4.375,-3.625,38.1821
4.625,-3.625,-1
4.875,-3.625,-1
5.125,-3.625,57.6648
5.375,-3.625,58.5136
5.625,-3.625,62.778
5.875,-3.625,66.9608
6.125,-3.625,71.6344
6.375,-3.625,104.795
6.625,-3.625,107.065
6.875,-3.625,109.74
7.125,-3.625,140.214
7.375,-3.625,151.496
7.625,-3.625,139.755
7.875,-3.625,161.989
8.125,-3.625,162.282
8.375,-3.625,155.612
8.625,-3.625,143.868
8.875,-3.625,127.875
9.125,-3.625,-1
9.375,-3.625,-1
-9.375,-3.375,-1
-9.125,-3.375,-1
-8.875,-3.375,-1
-8.625,-3.375,7.98537e-41
-8.375,-3.375,-1
-8.125,-3.375,-1
-7.875,-3.375,-1
-7.625,-3.375,-1
-7.375,-3.375,1.9387e-47
-7.125,-3.375,-1
-6.875,-3.375,2.05378e-65
-6.625,-3.375,-1
-6.375,-3.375,-1
-6.125,-3.375,1.62272
-5.875,-3.375,1.69243
-5.625,-3.375,1.69103
-5.375,-3.375,1.75904
-5.125,-3.375,1.79888
-4.875,-3.375,-1
-4.625,-3.375,1.90495
-4.375,-3.375,2.02785
-4.125,-3.375,2.08409
-3.875,-3.375,2.15594
-3.625,-3.375,2.27417
-3.375,-3.375,2.40111
-3.125,-3.375,2.55572
-2.875,-3.375,2.74148
-2.625,-3.375,3.27047
-2.375,-3.375,3.48921
-2.125,-3.375,3.61007
-1.875,-3.375,-1
-1.625,-3.375,-1
-1.375,-3.375,6.33031
-1.125,-3.375,7.66167
-0.875,-3.375,7.41019
-0.625,-3.375,9.11039
-0.375,-3.375,10.2053
-0.125,-3.375,0.870234
0.125,-3.375,0.645039
0.375,-3.375,0.66933
0.625,-3.375,-1
0.875,-3.375,-1
1.125,-3.375,-1
1.375,-3.375,-1
1.625,-3.375,-1
1.875,-3.375,-1
2.125,-3.375,-1
2.375,-3.375,-1
2.625,-3.375,-1
2.875,-3.375,-1
3.125,-3.375,-1
3.375,-3.375,-1
3.625,-3.375,-1
3.875,-3.375,-1
4.125,-3.375,-1
