x,y,intensity
8.125,-7.375,-1
8.375,-7.375,-1
8.625,-7.375,-1
8.875,-7.375,-1
9.125,-7.375,-1
9.375,-7.375,-1
-9.375,-7.125,-1
-9.125,-7.125,-1
-8.875,-7.125,7.06085e-06
-8.625,-7.125,7.09088e-06
-8.375,-7.125,-1
-8.125,-7.125,-1
-7.875,-7.125,-1
-7.625,-7.125,-1
-7.375,-7.125,-1
-7.125,-7.125,-1
-6.875,-7.125,-1
-6.625,-7.125,-1
-6.375,-7.125,-1
-6.125,-7.125,-1
-5.875,-7.125,-1
-5.625,-7.125,-1
-5.375,-7.125,-1
-5.125,-7.125,-1
-4.875,-7.125,-1
-4.625,-7.125,2.37139
-4.375,-7.125,2.53081
-4.125,-7.125,2.56599
-3.875,-7.125,2.64503
-3.625,-7.125,2.71293
-3.375,-7.125,2.8358
-3.125,-7.125,2.93744
-2.875,-7.125,3.06767
-2.625,-7.125,3.21651
-2.375,-7.125,3.3572
-2.125,-7.125,3.51903
-1.875,-7.125,3.69375
-1.625,-7.125,3.87405
-1.375,-7.125,4.13349
-1.125,-7.125,4.30037
-0.875,-7.125,4.76961
-0.625,-7.125,4.77902
-0.375,-7.125,5.3333
-0.125,-7.125,6.00747
0.125,-7.125,6.13153
0.375,-7.125,7.09758
0.625,-7.125,-1
0.875,-7.125,-1
1.125,-7.125,-1
1.375,-7.125,-1
1.625,-7.125,-1
1.875,-7.125,-1
2.125,-7.125,-1
2.375,-7.125,-1
2.625,-7.125,-1
2.875,-7.125,-1
3.125,-7.125,-1
3.375,-7.125,-1
3.625,-7.125,-1
3.875,-7.125,-1
4.125,-7.125,-1
4.375,-7.125,37.3987
4.625,-7.125,36.8205
4.875,-7.125,37.6172
5.125,-7.125,38.3398
5.375,-7.125,40.5576
5.625,-7.125,39.2883
5.875,-7.125,42.3917
6.125,-7.125,41.7072
6.375,-7.125,42.9643
6.625,-7.125,41.4724
6.875,-7.125,39.8711
7.125,-7.125,37.2048
7.375,-7.125,32.2952
7.625,-7.125,-1
7.875,-7.125,-1
8.125,-7.125,-1
8.375,-7.125,-1
8.625,-7.125,-1
8.875,-7.125,-1
9.125,-7.125,-1
9.375,-7.125,-1
-9.375,-6.875,-1
-9.125,-6.875,-1
-8.875,-6.875,7.69915e-06
-8.625,-6.875,8.93054e-06
-8.375,-6.875,-1
-8.125,-6.875,-1
-7.875,-6.875,-1
-7.625,-6.875,-1
-7.375,-6.875,-1
-7.125,-6.875,-1
-6.875,-6.875,-1
-6.625,-6.875,-1
-6.375,-6.875,-1
-6.125,-6.875,-1
-5.875,-6.875,-1
-5.625,-6.875,-1
-5.375,-6.875,-1
-5.125,-6.875,-1
-4.875,-6.875,-1
-4.625,-6.875,2.40016
-4.375,-6.875,2.53879
-4.125,-6.875,2.63506
-3.875,-6.875,2.75541
-3.625,-6.875,2.87271
-3.375,-6.875,2.94355
-3.125,-6.875,3.0112
-2.875,-6.875,3.16998
-2.625,-6.875,3.29399
-2.375,-6.875,3.43327
-2.125,-6.875,3.6029
-1.875,-6.875,3.83832
-1.625,-6.875,3.93954
-1.375,-6.875,4.37958
-1.125,-6.875,4.59341
-0.875,-6.875,5.10972
-0.625,-6.875,5.19129
-0.375,-6.875,5.53797
-0.125,-6.875,6.57167
0.125,-6.875,6.74753
0.375,-6.875,7.85882
0.625,-6.875,-1
0.875,-6.875,-1
1.125,-6.875,-1
1.375,-6.875,-1
1.625,-6.875,-1
1.875,-6.875,-1
2.125,-6.875,-1
2.375,-6.875,-1
2.625,-6.875,-1
2.875,-6.875,-1
3.125,-6.875,-1
3.375,-6.875,-1
3.625,-6.875,-1
3.875,-6.875,-1
4.125,-6.875,-1
4.375,-6.875,38.5904
4.625,-6.875,38.2222
4.875,-6.875,39.1473
5.125,-6.875,41.1852
5.375,-6.875,43.0082
5.625,-6.875,42.0744
5.875,-6.875,43.0001
6.125,-6.875,45.7542
6.375,-6.875,47.1281
6.625,-6.875,47.4701
6.875,-6.875,41.2017
7.125,-6.875,45.2392
7.375,-6.875,35.0199
7.625,-6.875,-1
7.875,-6.875,-1
8.125,-6.875,-1
8.375,-6.875,-1
8.625,-6.875,-1
8.875,-6.875,-1
9.125,-6.875,-1
9.375,-6.875,-1
-9.375,-6.625,-1
-9.125,-6.625,-1
-8.875,-6.625,1.30146e-05
-8.625,-6.625,1.0835e-05
-8.375,-6.625,7.59729e-06
-8.125,-6.625,-1
-7.875,-6.625,-1
-7.625,-6.625,-1
-7.375,-6.625,-1
-7.125,-6.625,-1
-6.875,-6.625,-1
-6.625,-6.625,-1
-6.375,-6.625,-1
-6.125,-6.625,-1
-5.875,-6.625,-1
-5.625,-6.625,-1
-5.375,-6.625,-1
-5.125,-6.625,-1
-4.875,-6.625,-1
-4.625,-6.625,2.42112
-4.375,-6.625,2.49905
-4.125,-6.625,2.66315
-3.875,-6.625,2.71864
-3.625,-6.625,2.78745
-3.375,-6.625,2.99911
-3.125,-6.625,3.0335
-2.875,-6.625,3.17386
-2.625,-6.625,3.34315
-2.375,-6.625,3.52715
