t_sec,intensity,x,y,yaw
1762246910.694,47.740973,-1.9999,0.0000,0.0000
1762246910.894,47.741035,-1.9999,0.0000,0.0000
1762246911.094,47.741003,-1.9999,0.0000,0.0000
1762246911.294,47.740954,-1.9999,0.0000,0.0000
1762246911.494,47.740894,-1.9999,0.0000,0.0000
1762246911.694,47.740923,-1.9999,0.0000,0.0000
1762246911.894,47.740985,-1.9999,0.0000,0.0000
1762246912.094,47.740989,-1.9999,0.0000,0.0000
1762246912.294,47.740967,-1.9999,0.0000,0.0000
1762246912.494,47.740881,-1.9999,0.0000,0.0000
1762246912.694,47.740911,-1.9999,0.0000,0.0000
1762246912.894,47.740983,-1.9999,0.0000,0.0000
1762246913.094,47.740933,-1.9999,0.0000,0.0000
1762246913.294,47.740891,-1.9999,0.0000,0.0000
1762246913.494,47.740898,-1.9999,0.0000,0.0000
1762246913.694,47.741004,-1.9999,0.0000,0.0000
1762246913.894,47.740967,-1.9999,0.0000,0.0000
1762246914.094,47.740850,-1.9999,0.0000,0.0000
1762246914.294,47.740862,-1.9999,0.0000,0.0000
1762246914.494,47.740949,-1.9999,0.0000,0.0000
1762246914.694,47.740981,-1.9999,0.0000,0.0000
1762246914.894,47.740935,-1.9999,0.0000,0.0000
1762246915.094,47.740834,-1.9999,0.0000,0.0000
1762246915.294,47.740859,-1.9999,0.0000,0.0000
1762246915.494,47.740951,-1.9999,0.0000,0.0000
1762246915.694,47.740876,-1.9999,0.0000,0.0000
1762246915.894,47.740830,-1.9999,0.0000,0.0000
1762246916.094,47.740944,-1.9999,0.0000,0.0000
1762246916.294,47.740915,-1.9999,0.0000,0.0000
1762246916.494,47.740835,-1.9999,0.0000,0.0000
1762246916.694,47.740853,-1.9999,0.0000,0.0000
1762246916.894,47.740902,-1.9999,0.0000,0.0000
1762246917.094,47.740897,-1.9999,0.0000,0.0000
1762246917.294,47.740847,-1.9999,0.0000,0.0000
1762246917.494,47.740920,-1.9999,0.0000,0.0000
1762246917.694,47.740937,-1.9999,0.0000,0.0000
1762246917.894,47.740841,-1.9999,0.0000,0.0000
1762246918.094,47.740947,-1.9999,0.0000,0.0000
1762246918.294,47.740818,-1.9999,0.0000,0.0000
1762246918.494,47.740930,-1.9999,0.0000,0.0000
1762246918.694,47.740688,-2.0000,0.0000,0.0026
1762246918.894,47.742037,-2.0001,-0.0000,0.0721
1762246919.094,47.752459,-2.0002,-0.0000,0.1501
1762246919.294,47.772538,-2.0003,-0.0001,0.2285
1762246919.494,47.801817,-2.0005,-0.0001,0.3264
1762246919.694,47.839079,-2.0006,-0.0002,0.4049
1762246919.894,47.886113,-2.0007,-0.0003,0.4833
1762246920.094,47.943382,-2.0008,-0.0003,0.5618
1762246920.294,48.009128,-2.0010,-0.0005,0.6599
1762246920.494,48.083731,-2.0011,-0.0005,0.7383
1762246920.694,48.161566,-2.0012,-0.0006,0.8168
1762246920.894,48.250798,-2.0012,-0.0008,0.8952
1762246921.094,48.348321,-2.0013,-0.0009,0.9933
1762246921.294,48.450994,-2.0014,-0.0010,1.0717
1762246921.494,48.557776,-2.0014,-0.0012,1.1502
1762246921.694,48.669694,-2.0015,-0.0013,1.2286
1762246921.894,48.767579,-2.0015,-0.0014,1.3135
1762246922.094,48.726489,-2.0015,-0.0014,1.2944
1762246922.294,48.652579,-2.0015,-0.0013,1.2431
1762246922.494,48.582069,-2.0015,-0.0012,1.1798
1762246922.694,48.509958,-2.0014,-0.0011,1.1300
1762246922.894,48.442101,-2.0014,-0.0010,1.0801
1762246923.094,48.378921,-2.0014,-0.0010,1.0302
1762246923.294,48.313493,-2.0013,-0.0009,0.9679
1762246923.494,48.252349,-2.0013,-0.0008,0.9179
1762246923.694,48.193854,-2.0012,-0.0007,0.8555
1762246923.894,48.137030,-2.0011,-0.0006,0.8056
1762246924.094,48.085884,-2.0011,-0.0006,0.7557
1762246924.294,48.036729,-2.0010,-0.0005,0.6933
1762246924.494,47.991338,-2.0010,-0.0004,0.6434
1762246924.694,47.956934,-2.0009,-0.0004,0.5959
1762246924.894,47.958630,-2.0009,-0.0004,0.5958
1762246925.094,47.959335,-2.0009,-0.0004,0.5964
1762246925.294,47.959497,-2.0009,-0.0004,0.5966
1762246925.494,47.959485,-2.0009,-0.0004,0.5967
1762246925.694,47.959420,-2.0009,-0.0004,0.5967
1762246925.894,47.959381,-2.0009,-0.0004,0.5967
1762246926.094,47.959502,-2.0009,-0.0004,0.5967
1762246926.294,47.959412,-2.0009,-0.0004,0.5967
1762246926.494,47.959383,-2.0009,-0.0004,0.5967
1762246926.694,47.959441,-2.0009,-0.0004,0.5967
1762246926.894,47.959421,-2.0009,-0.0004,0.5967
1762246927.094,47.959397,-2.0009,-0.0004,0.5967
1762246927.294,47.959415,-2.0009,-0.0004,0.5967
1762246927.494,47.959482,-2.0009,-0.0004,0.5967
