t_sec,intensity,x,y,yaw
1757410739.869,2.695600,-5.9999,0.0000,0.0000
1757410740.069,2.695600,-5.9999,0.0000,0.0000
1757410740.269,2.695600,-5.9999,0.0000,0.0000
1757410740.469,2.695599,-5.9999,0.0000,0.0000
1757410740.669,2.695602,-5.9999,0.0000,0.0000
1757410740.869,2.695601,-5.9999,0.0000,0.0000
1757410741.069,2.695602,-5.9999,0.0000,0.0000
1757410741.269,2.695599,-5.9999,0.0000,0.0000
1757410741.469,2.695600,-5.9999,0.0000,0.0000
1757410741.669,2.695598,-5.9999,0.0000,0.0000
1757410741.869,2.695600,-5.9999,0.0000,0.0000
1757410742.069,2.695601,-5.9999,0.0000,0.0000
1757410742.269,2.695600,-5.9999,0.0000,0.0000
1757410742.469,2.695597,-5.9999,0.0000,0.0000
1757410742.669,2.695599,-5.9999,0.0000,0.0000
1757410742.869,2.695599,-5.9999,0.0000,0.0000
1757410743.069,2.695601,-5.9999,0.0000,0.0000
1757410743.269,2.695598,-5.9999,0.0000,0.0000
1757410743.469,2.695600,-5.9999,0.0000,0.0000
1757410743.669,2.695597,-5.9999,0.0000,0.0000
1757410743.869,2.695600,-5.9999,0.0000,0.0000
1757410744.069,2.695599,-5.9999,0.0000,0.0000
1757410744.269,2.695600,-5.9999,0.0000,0.0000
1757410744.469,2.695599,-5.9999,0.0000,0.0000
1757410744.669,2.695597,-5.9999,0.0000,0.0000
1757410744.869,2.695597,-5.9999,0.0000,0.0000
1757410745.069,2.695598,-5.9999,0.0000,0.0000
1757410745.269,2.695599,-5.9999,0.0000,0.0000
1757410745.469,2.695599,-5.9999,0.0000,0.0000
1757410745.669,2.695598,-5.9999,0.0000,0.0000
1757410745.869,2.695596,-5.9999,0.0000,0.0000
1757410746.069,2.695597,-5.9999,0.0000,0.0000
1757410746.269,2.695598,-5.9999,0.0000,0.0000
1757410746.469,2.695599,-5.9999,0.0000,0.0000
1757410746.669,2.695596,-5.9999,0.0000,0.0000
1757410746.869,2.695597,-5.9999,0.0000,0.0000
1757410747.069,2.695596,-5.9999,0.0000,0.0000
1757410747.269,2.695599,-5.9999,0.0000,0.0000
1757410747.469,2.695597,-5.9999,0.0000,0.0000
1757410747.669,2.696283,-5.9999,0.0000,0.0000
1757410747.869,2.709531,-5.9857,0.0000,0.0000
1757410748.069,2.722481,-5.9716,0.0000,0.0000
1757410748.269,2.739583,-5.9520,0.0000,0.0000
1757410748.469,2.754077,-5.9357,0.0000,0.0000
1757410748.669,2.766581,-5.9220,0.0000,0.0000
1757410748.869,2.784921,-5.9049,0.0000,0.0000
1757410749.069,2.799737,-5.8882,0.0000,0.0000
1757410749.269,2.814108,-5.8741,0.0000,0.0000
1757410749.469,2.832784,-5.8531,0.0000,0.0000
1757410749.669,2.848614,-5.8361,0.0000,0.0000
1757410749.869,2.862473,-5.8221,0.0000,0.0000
1757410750.069,2.881095,-5.8022,0.0000,0.0000
1757410750.269,2.896763,-5.7859,0.0000,0.0000
1757410750.469,2.910107,-5.7721,0.0000,0.0000
1757410750.669,2.930071,-5.7548,0.0000,0.0000
1757410750.869,2.946856,-5.7375,0.0000,0.0000
1757410751.069,2.962144,-5.7233,0.0000,0.0000
1757410751.269,2.982494,-5.7023,0.0000,0.0000
1757410751.469,2.999076,-5.6859,0.0000,0.0000
1757410751.669,3.013614,-5.6721,0.0000,0.0000
1757410751.869,3.034017,-5.6521,0.0000,0.0000
1757410752.069,3.050976,-5.6359,0.0000,0.0000
1757410752.269,3.067669,-5.6242,0.0000,0.0000
1757410752.469,3.088788,-5.6032,0.0000,0.0000
1757410752.669,3.106979,-5.5858,0.0000,0.0000
1757410752.869,3.123079,-5.5717,0.0000,0.0000
1757410753.069,3.144335,-5.5518,0.0000,0.0000
1757410753.269,3.162111,-5.5355,0.0000,0.0000
