t_sec,intensity,x,y,yaw
1762410792.721,2.695602,-5.9999,0.0000,0.0000
1762410792.921,2.695600,-5.9999,0.0000,0.0000
1762410793.121,2.695601,-5.9999,0.0000,0.0000
1762410793.321,2.695601,-5.9999,0.0000,0.0000
1762410793.521,2.695602,-5.9999,0.0000,0.0000
1762410793.721,2.695601,-5.9999,0.0000,0.0000
1762410793.921,2.695600,-5.9999,0.0000,0.0000
1762410794.121,2.695600,-5.9999,0.0000,0.0000
1762410794.321,2.695602,-5.9999,0.0000,0.0000
1762410794.521,2.695599,-5.9999,0.0000,0.0000
1762410794.721,2.695600,-5.9999,0.0000,0.0000
1762410794.921,2.695601,-5.9999,0.0000,0.0000
1762410795.121,2.695602,-5.9999,0.0000,0.0000
1762410795.321,2.695599,-5.9999,0.0000,0.0000
1762410795.521,2.695601,-5.9999,0.0000,0.0000
1762410795.721,2.695600,-5.9999,0.0000,0.0000
1762410795.921,2.695599,-5.9999,0.0000,0.0000
1762410796.121,2.695599,-5.9999,0.0000,0.0000
1762410796.321,2.695601,-5.9999,0.0000,0.0000
1762410796.521,2.695599,-5.9999,0.0000,0.0000
1762410796.721,2.695599,-5.9999,0.0000,0.0000
1762410796.921,2.695599,-5.9999,0.0000,0.0000
1762410797.121,2.695601,-5.9999,0.0000,0.0000
1762410797.321,2.695596,-5.9999,0.0000,0.0000
1762410797.521,2.695599,-5.9999,0.0000,0.0000
1762410797.721,2.695598,-5.9999,0.0000,0.0000
1762410797.921,2.695601,-5.9999,0.0000,0.0000
1762410798.121,2.695599,-5.9999,0.0000,0.0000
1762410798.321,2.695598,-5.9999,0.0000,0.0000
1762410798.521,2.695599,-5.9999,0.0000,0.0000
1762410798.721,2.695597,-5.9999,0.0000,0.0000
1762410798.921,2.695597,-5.9999,0.0000,0.0000
1762410799.121,2.695598,-5.9999,0.0000,0.0000
1762410799.321,2.695599,-5.9999,0.0000,0.0000
1762410799.521,2.695597,-5.9999,0.0000,0.0000
1762410799.721,2.695598,-5.9999,0.0000,0.0000
1762410799.921,2.702308,-5.9938,0.0000,0.0000
1762410800.121,2.711610,-5.9831,0.0000,0.0000
1762410800.321,2.722033,-5.9723,0.0000,0.0000
1762410800.521,2.732750,-5.9589,0.0000,0.0000
1762410800.721,2.743245,-5.9482,0.0000,0.0000
1762410800.921,2.753501,-5.9374,0.0000,0.0000
1762410801.121,2.763604,-5.9267,0.0000,0.0000
1762410801.321,2.773832,-5.9160,0.0000,0.0000
1762410801.521,2.785165,-5.9020,0.0000,0.0000
1762410801.721,2.797667,-5.8898,0.0000,0.0000
1762410801.921,2.810238,-5.8777,0.0000,0.0000
1762410802.121,2.822808,-5.8624,0.0000,0.0000
1762410802.321,2.835210,-5.8503,0.0000,0.0000
1762410802.521,2.847776,-5.8381,0.0000,0.0000
1762410802.721,2.860603,-5.8229,0.0000,0.0000
1762410802.921,2.873075,-5.8107,0.0000,0.0000
1762410803.121,2.885456,-5.7986,0.0000,0.0000
1762410803.321,2.898447,-5.7864,0.0000,0.0000
1762410803.521,2.911524,-5.7712,0.0000,0.0000
1762410803.721,2.924334,-5.7590,0.0000,0.0000
1762410803.921,2.937318,-5.7468,0.0000,0.0000
1762410804.121,2.950749,-5.7347,0.0000,0.0000
1762410804.321,2.964092,-5.7195,0.0000,0.0000
1762410804.521,2.977893,-5.7073,0.0000,0.0000
1762410804.721,2.989677,-5.6958,0.0000,0.0000
1762410804.921,3.001834,-5.6824,0.0000,0.0000
1762410805.121,3.013665,-5.6717,0.0000,0.0000
1762410805.321,3.025641,-5.6610,0.0000,0.0000
1762410805.521,3.038278,-5.6502,0.0000,0.0000
1762410805.721,3.050491,-5.6368,0.0000,0.0000
1762410805.921,3.062516,-5.6261,0.0000,0.0000
1762410806.121,3.075045,-5.6153,0.0000,0.0000
1762410806.321,3.087304,-5.6046,0.0000,0.0000
1762410806.521,3.099377,-5.5912,0.0000,0.0000
1762410806.721,3.111956,-5.5804,0.0000,0.0000
