t_sec,intensity,x,y,yaw
1757400958.019,2.695600,-5.9999,0.0000,0.0000
1757400958.219,2.695602,-5.9999,0.0000,0.0000
1757400958.419,2.695601,-5.9999,0.0000,0.0000
1757400958.619,2.695600,-5.9999,0.0000,0.0000
1757400958.819,2.695600,-5.9999,0.0000,0.0000
1757400959.019,2.695602,-5.9999,0.0000,0.0000
1757400959.219,2.695600,-5.9999,0.0000,0.0000
1757400959.419,2.695599,-5.9999,0.0000,0.0000
1757400959.619,2.695600,-5.9999,0.0000,0.0000
1757400959.819,2.695601,-5.9999,0.0000,0.0000
1757400960.019,2.695599,-5.9999,0.0000,0.0000
1757400960.219,2.695600,-5.9999,0.0000,0.0000
1757400960.419,2.695599,-5.9999,0.0000,0.0000
1757400960.619,2.695597,-5.9999,0.0000,0.0000
1757400960.819,2.695600,-5.9999,0.0000,0.0000
1757400961.019,2.695600,-5.9999,0.0000,0.0000
1757400961.219,2.695599,-5.9999,0.0000,0.0000
1757400961.419,2.695598,-5.9999,0.0000,0.0000
1757400961.619,2.695599,-5.9999,0.0000,0.0000
1757400961.819,2.695599,-5.9999,0.0000,0.0000
1757400962.019,2.695601,-5.9999,0.0000,0.0000
1757400962.219,2.695598,-5.9999,0.0000,0.0000
1757400962.419,2.695600,-5.9999,0.0000,0.0000
1757400962.619,2.695598,-5.9999,0.0000,0.0000
1757400962.819,2.695599,-5.9999,0.0000,0.0000
1757400963.019,2.695599,-5.9999,0.0000,0.0000
1757400963.219,2.695600,-5.9999,0.0000,0.0000
1757400963.419,2.695600,-5.9999,0.0000,0.0000
1757400963.619,2.695598,-5.9999,0.0000,0.0000
1757400963.819,2.695597,-5.9999,0.0000,0.0000
1757400964.019,2.695599,-5.9999,0.0000,0.0000
1757400964.219,2.695600,-5.9999,0.0000,0.0000
1757400964.419,2.695598,-5.9999,0.0000,0.0000
1757400964.619,2.695597,-5.9999,0.0000,0.0000
1757400964.819,2.695597,-5.9999,0.0000,0.0000
1757400965.019,2.695597,-5.9999,0.0000,0.0000
1757400965.219,2.695599,-5.9999,0.0000,0.0000
1757400965.419,2.695597,-5.9999,0.0000,0.0000
1757400965.619,2.695597,-5.9999,0.0000,0.0000
1757400965.819,2.701391,-5.9938,0.0000,0.0000
1757400966.019,2.715098,-5.9782,0.0000,0.0000
1757400966.219,2.732054,-5.9621,0.0000,0.0000
1757400966.419,2.747453,-5.9446,0.0000,0.0000
1757400966.619,2.760800,-5.9294,0.0000,0.0000
1757400966.819,2.777323,-5.9118,0.0000,0.0000
1757400967.019,2.793061,-5.8944,0.0000,0.0000
1757400967.219,2.806918,-5.8792,0.0000,0.0000
1757400967.419,2.823582,-5.8616,0.0000,0.0000
1757400967.619,2.839909,-5.8440,0.0000,0.0000
1757400967.819,2.854294,-5.8311,0.0000,0.0000
1757400968.019,2.872229,-5.8132,0.0000,0.0000
1757400968.219,2.889072,-5.7953,0.0000,0.0000
1757400968.419,2.903607,-5.7801,0.0000,0.0000
1757400968.619,2.923051,-5.7607,0.0000,0.0000
1757400968.819,2.940158,-5.7432,0.0000,0.0000
1757400969.019,2.955214,-5.7280,0.0000,0.0000
1757400969.219,2.973259,-5.7102,0.0000,0.0000
1757400969.419,2.991403,-5.6923,0.0000,0.0000
1757400969.619,3.006601,-5.6798,0.0000,0.0000
1757400969.819,3.027183,-5.6606,0.0000,0.0000
1757400970.019,3.045605,-5.6425,0.0000,0.0000
1757400970.219,3.060981,-5.6277,0.0000,0.0000
1757400970.419,3.081581,-5.6087,0.0000,0.0000
1757400970.619,3.100129,-5.5912,0.0000,0.0000
1757400970.819,3.115783,-5.5765,0.0000,0.0000
1757400971.019,3.137356,-5.5568,0.0000,0.0000
1757400971.219,3.156228,-5.5423,0.0000,0.0000
1757400971.419,3.171982,-5.5277,0.0000,0.0000
1757400971.619,3.193684,-5.5090,0.0000,0.0000
1757400971.819,3.213021,-5.4916,0.0000,0.0000
1757400972.019,3.229717,-5.4768,0.0000,0.0000
1757400972.219,3.252794,-5.4571,0.0000,0.0000
1757400972.419,3.273385,-5.4392,0.0000,0.0000
1757400972.619,3.290475,-5.4245,0.0000,0.0000
1757400972.819,3.313720,-5.4080,0.0000,0.0000
1757400973.019,3.333576,-5.3910,0.0000,0.0000
1757400973.219,3.350937,-5.3761,0.0000,0.0000
1757400973.419,3.374213,-5.3576,0.0000,0.0000
1757400973.619,3.394778,-5.3406,0.0000,0.0000
1757400973.819,3.412708,-5.3259,0.0000,0.0000
1757400974.019,3.438575,-5.3055,0.0000,0.0000
1757400974.219,3.459542,-5.2887,0.0000,0.0000
1757400974.419,3.477712,-5.2744,0.0000,0.0000
1757400974.619,3.501923,-5.2586,0.0000,0.0000
1757400974.819,3.523540,-5.2416,0.0000,0.0000
1757400975.019,3.542458,-5.2267,0.0000,0.0000
1757400975.219,3.567041,-5.2085,0.0000,0.0000
1757400975.419,3.589947,-5.1912,0.0000,0.0000
1757400975.619,3.609591,-5.1765,0.0000,0.0000
1757400975.819,3.637291,-5.1563,0.0000,0.0000
1757400976.019,3.661759,-5.1384,0.0000,0.0000
1757400976.219,3.681593,-5.1262,0.0000,0.0000
1757400976.419,3.708882,-5.1075,0.0000,0.0000
1757400976.619,3.732481,-5.0905,0.0000,0.0000
1757400976.819,3.752915,-5.0759,0.0000,0.0000
1757400977.019,3.780636,-5.0572,0.0000,0.0000
1757400977.219,3.805813,-5.0396,0.0000,0.0000
1757400977.419,3.826591,-5.0253,0.0000,0.0000
1757400977.619,3.855635,-5.0059,0.0000,0.0000
1757400977.819,3.881027,-4.9916,0.0000,0.0000
1757400978.019,3.902450,-4.9769,0.0000,0.0000
1757400978.219,3.931864,-4.9584,0.0000,0.0000
1757400978.419,3.957651,-4.9414,0.0000,0.0000
1757400978.619,3.980438,-4.9266,0.0000,0.0000
1757400978.819,4.011976,-4.9069,0.0000,0.0000
1757400979.019,4.039340,-4.8895,0.0000,0.0000
1757400979.219,4.062115,-4.8752,0.0000,0.0000
1757400979.419,4.093194,-4.8561,0.0000,0.0000
1757400979.619,4.121011,-4.8418,0.0000,0.0000
1757400979.819,4.144391,-4.8272,0.0000,0.0000
1757400980.019,4.176442,-4.8086,0.0000,0.0000
1757400980.219,4.204723,-4.7916,0.0000,0.0000
1757400980.419,4.229727,-4.7768,0.0000,0.0000
1757400980.619,4.264712,-4.7567,0.0000,0.0000
1757400980.819,4.295157,-4.7392,0.0000,0.0001
1757400981.019,4.320738,-4.7245,0.0000,0.0001
1757400981.219,4.355288,-4.7082,0.0000,0.0001
1757400981.419,4.385217,-4.6912,0.0000,0.0001
1757400981.619,4.411454,-4.6763,0.0000,0.0001
1757400981.819,4.446494,-4.6578,0.0000,0.0001
1757400982.019,4.477968,-4.6406,0.0000,0.0001
1757400982.219,4.505154,-4.6259,0.0000,0.0001
1757400982.419,4.542884,-4.6063,0.0000,0.0001
1757400982.619,4.575260,-4.5893,0.0000,0.0001
1757400982.819,4.603251,-4.5769,0.0000,0.0001
1757400983.019,4.640048,-4.5589,0.0000,0.0001
1757400983.219,4.673744,-4.5416,0.0000,0.0001
1757400983.419,4.702295,-4.5269,0.0000,0.0001
1757400983.619,4.740543,-4.5086,0.0000,0.0001
1757400983.819,4.775819,-4.4910,0.0001,0.0001
1757400984.019,4.805645,-4.4764,0.0001,0.0001
1757400984.219,4.848238,-4.4561,0.0001,0.0001
1757400984.419,4.885532,-4.4384,0.0001,0.0001
1757400984.619,4.915732,-4.4264,0.0001,0.0001
1757400984.819,4.956158,-4.4085,0.0001,0.0001
1757400985.019,4.992620,-4.3915,0.0001,0.0001
1757400985.219,5.024642,-4.3766,0.0001,0.0001
1757400985.419,5.067897,-4.3577,0.0001,0.0001
1757400985.619,5.107821,-4.3398,0.0001,0.0001
1757400985.819,5.140130,-4.3255,0.0001,0.0001
1757400986.019,5.185691,-4.3059,0.0001,0.0001
1757400986.219,5.225298,-4.2916,0.0001,0.0001
1757400986.419,5.258776,-4.2769,0.0001,0.0001
1757400986.619,5.303367,-4.2590,0.0001,0.0001
1757400986.819,5.344667,-4.2416,0.0001,0.0001
1757400987.019,5.380416,-4.2268,0.0001,0.0001
1757400987.219,5.430514,-4.2069,0.0001,0.0001
1757400987.419,5.474830,-4.1890,0.0001,0.0001
1757400987.619,5.510768,-4.1747,0.0001,0.0001
1757400987.820,5.560484,-4.1553,0.0001,0.0001
1757400988.019,5.603590,-4.1413,0.0001,0.0001
1757400988.219,5.641375,-4.1265,0.0001,0.0001
1757400988.419,5.692165,-4.1079,0.0001,0.0001
1757400988.619,5.737171,-4.0909,0.0001,0.0001
1757400988.819,5.776507,-4.0763,0.0001,0.0001
1757400989.019,5.831386,-4.0566,0.0001,0.0001
1757400989.219,5.879187,-4.0392,0.0001,0.0001
1757400989.419,5.919363,-4.0249,0.0001,0.0001
1757400989.619,5.973072,-4.0091,0.0001,0.0001
1757400989.819,6.022222,-3.9917,0.0001,0.0001
1757400990.019,6.063902,-3.9771,0.0001,0.0001
1757400990.219,6.119706,-3.9587,0.0001,0.0001
1757400990.419,6.171095,-3.9414,0.0001,0.0001
1757400990.619,6.215050,-3.9267,0.0001,0.0001
1757400990.819,6.277874,-3.9065,0.0001,0.0001
1757400991.019,6.332082,-3.8889,0.0001,0.0001
1757400991.219,6.377075,-3.8768,0.0001,0.0001
1757400991.419,6.439301,-3.8581,0.0001,0.0001
1757400991.619,6.493183,-3.8411,0.0001,0.0001
1757400991.819,6.539965,-3.8264,0.0001,0.0001
1757400992.019,6.604379,-3.8075,0.0001,0.0001
1757400992.219,6.663606,-3.7896,0.0001,0.0001
1757400992.419,6.712652,-3.7750,0.0001,0.0001
1757400992.619,6.780048,-3.7555,0.0001,0.0001
1757400992.819,6.838547,-3.7414,0.0001,0.0001
1757400993.019,6.889221,-3.7266,0.0001,0.0001
1757400993.219,6.958771,-3.7079,0.0001,0.0001
1757400993.419,7.019421,-3.6909,0.0001,0.0001
1757400993.619,7.073161,-3.6760,0.0001,0.0001
1757400993.819,7.147796,-3.6563,0.0001,0.0001
1757400994.019,7.212771,-3.6390,0.0001,0.0001
1757400994.219,7.268456,-3.6243,0.0001,0.0001
1757400994.419,7.342354,-3.6052,0.0001,0.0001
1757400994.619,7.407992,-3.5913,0.0001,0.0001
1757400994.819,7.464994,-3.5764,0.0001,0.0001
1757400995.019,7.542374,-3.5579,0.0001,0.0001
1757400995.219,7.610929,-3.5409,0.0001,0.0001
1757400995.419,7.671707,-3.5261,0.0001,0.0001
1757400995.619,7.755720,-3.5064,0.0001,0.0001
1757400995.819,7.827723,-3.4894,0.0001,0.0001
1757400996.019,7.889243,-3.4751,0.0001,0.0001
1757400996.219,7.972885,-3.4591,0.0001,0.0001
1757400996.419,8.048539,-3.4417,0.0001,0.0001
1757400996.619,8.113558,-3.4268,0.0001,0.0001
1757400996.819,8.200973,-3.4083,0.0001,0.0001
1757400997.019,8.280470,-3.3910,0.0001,0.0001
1757400997.219,8.348660,-3.3763,0.0001,0.0001
1757400997.419,8.443822,-3.3566,0.0001,0.0001
1757400997.619,8.527475,-3.3393,0.0001,0.0001
1757400997.819,8.597264,-3.3249,0.0001,0.0001
1757400998.019,8.692427,-3.3089,0.0001,0.0001
1757400998.219,8.779155,-3.2914,0.0001,0.0001
1757400998.419,8.853457,-3.2765,0.0001,0.0001
1757400998.619,8.952167,-3.2582,0.0001,0.0001
1757400998.819,9.043533,-3.2407,0.0001,0.0001
1757400999.019,9.121467,-3.2260,0.0001,0.0001
1757400999.219,9.228766,-3.2065,0.0001,0.0001
1757400999.419,9.322464,-3.1895,0.0001,0.0001
1757400999.619,9.401821,-3.1775,0.0001,0.0001
1757400999.819,9.508746,-3.1595,0.0001,0.0001
1757401000.019,9.607083,-3.1422,0.0001,0.0001
1757401000.219,9.691334,-3.1275,0.0001,0.0001
1757401000.419,9.804837,-3.1090,0.0001,0.0001
1757401000.619,9.909836,-3.0914,0.0001,0.0001
1757401000.819,9.999421,-3.0768,0.0002,0.0001
1757401001.019,10.125632,-3.0567,0.0002,0.0001
1757401001.219,10.236980,-3.0419,0.0002,0.0001
1757401001.419,10.328527,-3.0272,0.0002,0.0001
1757401001.619,10.455916,-3.0085,0.0002,0.0001
1757401001.819,10.567535,-2.9915,0.0002,0.0001
1757401002.019,10.666738,-2.9767,0.0002,0.0001
1757401002.219,10.807638,-2.9566,0.0002,0.0001
1757401002.419,10.929226,-2.9391,0.0002,0.0001
1757401002.619,11.030347,-2.9248,0.0002,0.0001
1757401002.819,11.169915,-2.9055,-0.0001,-0.0526
1757401003.019,11.325582,-2.8888,-0.0019,-0.1651
1757401003.219,11.476172,-2.8703,-0.0062,-0.3013
1757401003.419,11.612390,-2.8549,-0.0119,-0.4115
1757401003.619,11.757073,-2.8384,-0.0199,-0.4832
1757401003.819,11.846640,-2.8272,-0.0261,-0.5218
1757401004.019,11.872304,-2.8209,-0.0294,-0.4153
1757401004.219,11.952198,-2.8075,-0.0335,-0.2223
1757401004.419,12.101145,-2.7876,-0.0362,-0.0351
1757401004.619,12.250024,-2.7727,-0.0357,0.1037
1757401004.819,12.416379,-2.7552,-0.0324,0.2489
1757401005.019,12.588378,-2.7373,-0.0268,0.3553
1757401005.219,12.767006,-2.7194,-0.0190,0.4613
1757401005.419,12.923146,-2.7045,-0.0108,0.5499
1757401005.619,13.077803,-2.6900,-0.0011,0.6137
1757401005.819,13.250223,-2.6749,0.0102,0.6971
1757401006.019,13.442223,-2.6624,0.0226,0.8683
1757401006.219,13.625013,-2.6541,0.0340,1.0191
1757401006.419,13.754172,-2.6450,0.0505,1.1056
1757401006.619,13.855938,-2.6381,0.0655,1.1704
1757401006.819,13.913363,-2.6344,0.0749,1.2201
1757401007.019,13.856112,-2.6342,0.0753,1.1326
1757401007.219,13.747493,-2.6341,0.0756,0.9344
1757401007.419,13.655955,-2.6339,0.0759,0.7305
1757401007.619,13.584297,-2.6336,0.0762,0.5274
1757401007.819,13.541793,-2.6325,0.0767,0.3238
1757401008.019,13.600157,-2.6260,0.0780,0.1546
1757401008.219,13.720746,-2.6121,0.0789,-0.0487
1757401008.419,13.888526,-2.5981,0.0766,-0.2518
1757401008.619,14.093477,-2.5820,0.0708,-0.4550
1757401008.819,14.290021,-2.5696,0.0632,-0.6582
1757401009.019,14.536974,-2.5552,0.0495,-0.8498
1757401009.219,14.744877,-2.5442,0.0348,-1.0089
1757401009.419,14.917698,-2.5369,0.0212,-1.1519
1757401009.619,15.073611,-2.5313,0.0065,-1.2506
1757401009.819,15.196340,-2.5264,-0.0108,-1.3442
1757401010.019,15.276701,-2.5234,-0.0269,-1.4112
1757401010.219,15.343221,-2.5206,-0.0465,-1.4556
1757401010.419,15.391593,-2.5190,-0.0639,-1.4977
1757401010.619,15.416112,-2.5180,-0.0804,-1.5196
1757401010.819,15.439285,-2.5171,-0.0997,-1.5360
1757401011.019,15.474311,-2.5168,-0.1167,-1.5854
1757401011.219,15.496671,-2.5174,-0.1306,-1.6293
1757401011.419,15.516744,-2.5190,-0.1507,-1.6962
1757401011.619,15.510908,-2.5218,-0.1694,-1.7449
1757401011.819,15.474234,-2.5255,-0.1886,-1.7749
1757401012.019,15.423512,-2.5294,-0.2072,-1.7836
1757401012.219,15.395752,-2.5320,-0.2186,-1.7942
1757401012.419,15.332034,-2.5354,-0.2338,-1.7841
1757401012.619,15.277939,-2.5395,-0.2524,-1.7944
1757401012.819,15.230370,-2.5431,-0.2677,-1.8050
1757401013.019,15.176789,-2.5460,-0.2795,-1.8085
1757401013.219,15.107652,-2.5506,-0.2987,-1.8139
1757401013.419,15.044746,-2.5548,-0.3155,-1.8169
1757401013.619,14.991280,-2.5585,-0.3299,-1.8240
1757401013.819,14.932099,-2.5629,-0.3467,-1.8409
1757401014.019,14.895280,-2.5676,-0.3627,-1.8923
1757401014.219,14.870824,-2.5716,-0.3737,-1.9486
1757401014.419,14.848133,-2.5755,-0.3827,-2.0018
1757401014.619,14.746115,-2.5819,-0.3963,-2.0098
1757401014.819,14.651466,-2.5907,-0.4142,-2.0579
1757401015.019,14.570793,-2.5991,-0.4291,-2.1099
1757401015.219,14.556906,-2.6022,-0.4341,-2.1610
1757401015.419,14.474508,-2.6096,-0.4447,-2.1955
1757401015.619,14.396282,-2.6164,-0.4540,-2.2111
1757401015.819,14.328130,-2.6219,-0.4613,-2.2141
1757401016.019,14.273584,-2.6268,-0.4677,-2.2286
1757401016.219,14.263371,-2.6297,-0.4713,-2.2857
1757401016.419,14.259750,-2.6327,-0.4745,-2.3733
1757401016.619,14.253892,-2.6355,-0.4770,-2.4486
1757401016.819,14.238721,-2.6383,-0.4791,-2.5097
1757401017.019,14.219619,-2.6407,-0.4808,-2.5570
1757401017.219,14.054161,-2.6550,-0.4900,-2.5736
1757401017.419,13.857205,-2.6717,-0.5010,-2.5352
1757401017.619,13.665399,-2.6873,-0.5125,-2.4699
