t_sec,intensity,x,y,yaw
1762330097.789,2.695601,-5.9999,0.0000,0.0000
1762330097.989,2.695600,-5.9999,0.0000,0.0000
1762330098.189,2.695600,-5.9999,0.0000,0.0000
1762330098.389,2.695602,-5.9999,0.0000,0.0000
1762330098.589,2.695603,-5.9999,0.0000,0.0000
1762330098.789,2.695600,-5.9999,0.0000,0.0000
1762330098.989,2.695601,-5.9999,0.0000,0.0000
1762330099.189,2.695599,-5.9999,0.0000,0.0000
1762330099.389,2.695601,-5.9999,0.0000,0.0000
1762330099.589,2.695601,-5.9999,0.0000,0.0000
1762330099.789,2.695600,-5.9999,0.0000,0.0000
1762330099.989,2.695599,-5.9999,0.0000,0.0000
1762330100.189,2.695600,-5.9999,0.0000,0.0000
1762330100.389,2.695600,-5.9999,0.0000,0.0000
1762330100.589,2.695600,-5.9999,0.0000,0.0000
1762330100.789,2.695599,-5.9999,0.0000,0.0000
1762330100.989,2.695602,-5.9999,0.0000,0.0000
1762330101.189,2.695601,-5.9999,0.0000,0.0000
1762330101.389,2.695600,-5.9999,0.0000,0.0000
1762330101.590,2.695601,-5.9999,0.0000,0.0000
1762330101.789,2.695600,-5.9999,0.0000,0.0000
1762330101.989,2.695602,-5.9999,0.0000,0.0000
1762330102.189,2.695598,-5.9999,0.0000,0.0000
1762330102.389,2.695600,-5.9999,0.0000,0.0000
1762330102.589,2.695601,-5.9999,0.0000,0.0000
1762330102.789,2.695600,-5.9999,0.0000,0.0000
1762330102.989,2.695599,-5.9999,0.0000,0.0000
1762330103.189,2.695598,-5.9999,0.0000,0.0000
1762330103.389,2.695599,-5.9999,0.0000,0.0000
1762330103.589,2.695599,-5.9999,0.0000,0.0000
1762330103.789,2.695600,-5.9999,0.0000,0.0000
1762330103.989,2.695600,-5.9999,0.0000,0.0000
1762330104.189,2.695598,-5.9999,0.0000,0.0000
1762330104.389,2.695598,-5.9999,0.0000,0.0000
1762330104.589,2.695600,-5.9999,0.0000,0.0000
1762330104.789,2.695978,-5.9999,0.0000,0.0000
